#id	name	altIDs	elementtype	features	cellularLocation	evidence
pid_78781	p62DOK	UniProt:Q99704	protein	[O4'-phospho-L-tyrosine]@362;[O4'-phospho-L-tyrosine]@398	None	None
pid_78795	APS	UniProt:O14492	protein	None	None	None
pid_78813	AKT2	UniProt:P31751	protein	None	cytoplasm	None
pid_78835	Na+	None	small-molecule	None	None	None
pid_78871	p70S6K	UniProt:P23443	protein	[O-phospho-L-serine]@null;activating-residue-modification	plasma-membrane	None
pid_7888	SMAD4	UniProt:Q13485	protein	None	nucleus	None
pid_78891	FOXO3a;FOXO3A	UniProt:O43524	protein	activating-residue-modification	cytoplasm	None
pid_78907	SHIP	UniProt:O00145	protein	[O4'-phospho-L-tyrosine]@1020;[O4'-phospho-L-tyrosine]@917	None	None
pid_78913	Sec10	UniProt:O00471	protein	None	None	None
pid_78916	Sec5	UniProt:Q96KP1	protein	None	None	None
pid_78919	Sec15	UniProt:Q8TAG9	protein	None	None	None
pid_78922	Sec3	UniProt:Q9NV70	protein	None	None	None
pid_78925	Exo84	None	protein	None	None	None
pid_78927	Exo70	UniProt:Q9UPT5	protein	None	None	None
pid_7892	SMAD4	UniProt:Q13485	protein	None	None	None
pid_78930	Sec6;SEC6	UniProt:O60645	protein	None	None	None
pid_78933	Sec8;SEC8	UniProt:Q96A65	protein	None	None	None
pid_78959	PTP1B	UniProt:P18031	protein	inactivating-residue-modification	plasma-membrane	None
pid_78967	C3G	UniProt:Q13905	protein	None	cytoplasm	None
pid_78980	4E-BP1	UniProt:Q13541	protein	[O-phospho-L-serine]@null;activating-residue-modification	None	None
pid_79004	Atypical-PKCs	None	protein	activating-residue-modification	None	None
pid_79013	SHC	None	protein	activating-residue-modification	cytoplasm	None
pid_79025	IRS3	None	protein	None	None	None
pid_79072	FOXO3a;FOXO3A	UniProt:O43524	protein	[O-phospho-L-serine]@253;[O-phospho-L-threonine]@32;inactivating-residue-modification	cytoplasm	None
pid_7911	MRF1	UniProt:Q8IWR1	protein	None	None	None
pid_79131	GRB10	UniProt:Q13322	protein	None	plasma-membrane	None
pid_7919	TAF1B	UniProt:Q01105	protein	None	None	None
pid_791	WNT7A	UniProt:O00755	protein	None	extracellular-region	None
pid_7932	Prolactin	UniProt:P01236	protein	None	None	None
pid_79341	HDAC6	UniProt:Q9UBN7	protein	None	nucleus	None
pid_79342	HDAC11	UniProt:Q96DB2	protein	None	nucleus	None
pid_79352	HDAC9	UniProt:Q9UKV0	protein	None	cytoplasm	None
pid_79353	HDAC9	UniProt:Q9UKV0	protein	None	nucleus	None
pid_79357	HDAC10	UniProt:Q969S8	protein	None	cytoplasm	None
pid_79358	HDAC10	UniProt:Q969S8	protein	None	nucleus	None
pid_79363	HDAC5	UniProt:Q9UQL6	protein	[O-phospho-L-serine]@null;[O-phospho-L-threonine]@null	cytoplasm	None
pid_79366	14-3-3-E	UniProt:P62258	protein	None	cytoplasm	None
pid_79368	HDAC5	UniProt:Q9UQL6	protein	[O-phospho-L-serine]@null;[O-phospho-L-threonine]@null	None	None
pid_79375	HDAC5	UniProt:Q9UQL6	protein	None	cytoplasm	None
pid_79388	GRK2	UniProt:P25098	protein	activating-residue-modification	None	None
pid_79395	HDAC6	UniProt:Q9UBN7	protein	None	cytoplasm	None
pid_79399	SRF	UniProt:P11831	protein	None	nucleus	None
pid_79408	CaMK-IV;CAMK-IV	UniProt:Q16566	protein	None	nucleus	None
pid_79413	HDAC5	UniProt:Q9UQL6	protein	None	nucleus	None
pid_79414	RFXANK	UniProt:O14593	protein	None	nucleus	None
pid_79418	RFXANK	UniProt:O14593	protein	None	None	None
pid_79425	CaMK-II-delta-B	None	protein	None	nucleus	None
pid_79428	CaMK-II-delta-B	None	protein	None	None	None
pid_79456	HDAC4	UniProt:P56524	protein	[sumoylated-lysine]@559	None	None
pid_7945	ATP5J	UniProt:P18859	protein	None	None	None
pid_79471	HDAC4	UniProt:P56524	protein	[O-phospho-L-serine]@null;[O-phospho-L-threonine]@null	None	None
pid_79478	alpha-Tubulin	UniProt:P68363	protein	[N-acetylated-L-lysine]@40	None	None
pid_79482	beta-Tubulin	UniProt:Q13885	protein	[N-acetylated-L-lysine]@null	None	None
pid_79489	beta-Tubulin	UniProt:Q13885	protein	inactivating-residue-modification	None	None
pid_79491	alpha-Tubulin	UniProt:P68363	protein	inactivating-residue-modification	None	None
pid_79505	HDAC7	UniProt:Q8WUI4	protein	None	cytoplasm	None
pid_79507	HDAC7	UniProt:Q8WUI4	protein	None	nucleus	None
pid_79519	Ubc9	UniProt:P63279	protein	None	nucleus	None
pid_7951	Cathepsin-D	UniProt:P07339	protein	None	None	None
pid_79538	HDAC4	UniProt:P56524	protein	[O-phospho-L-serine]@null;[O-phospho-L-threonine]@null	cytoplasm	None
pid_79539	YWHAB	UniProt:P31946	protein	None	cytoplasm	None
pid_79544	Hsp90;HSP90	UniProt:P07900	protein	[N-acetylated-L-lysine]@null	cytoplasm	None
pid_7957	PRDM15	UniProt:P57071	protein	None	None	None
pid_79595	MEF2C	UniProt:Q06413	protein	[N-acetylated-L-lysine]@424	nucleus	None
pid_79600	MEF2C	UniProt:Q06413	protein	[sumoylated-lysine]@424	None	None
pid_79634	ANKRA2	UniProt:Q9H9E1	protein	None	nucleus	None
pid_79638	ANKRA2	UniProt:Q9H9E1	protein	None	None	None
pid_79649	GR	UniProt:P04150	protein	None	None	None
pid_79663	BCoR	UniProt:Q6W2J9	protein	None	None	None
pid_79686	GR	UniProt:P04150	protein	None	cytoplasm	None
pid_79704	HDAC7	UniProt:Q8WUI4	protein	None	None	None
pid_7971	CoCoA	UniProt:Q9P1Z2	protein	None	None	None
pid_79720	NOXA1	UniProt:Q86UR1	protein	None	None	None
pid_79723	NOX1	UniProt:Q9Y5S8	protein	activating-residue-modification	None	None
pid_79727	NOXO1	UniProt:Q8NFA2	protein	None	None	None
pid_79741	NOX1	UniProt:Q9Y5S8	protein	None	None	None
pid_79757	IQGAP3	UniProt:Q86VI3	protein	None	None	None
pid_79760	IQGAP3	UniProt:Q86VI3	protein	activating-residue-modification	None	None
pid_79773	RHOGDI	UniProt:P52565	protein	[O-phospho-L-serine]@101;[O-phospho-L-serine]@174	None	None
pid_79778	PAK1	UniProt:Q13153	protein	[O-phospho-L-serine]@null;[O-phospho-L-threonine]@null;activating-residue-modification	None	None
pid_79785	p47-Phox	UniProt:P14598	protein	None	None	None
pid_79788	p67-Phox	UniProt:P19878	protein	None	None	None
pid_79794	p47-Phox	UniProt:P14598	protein	[O-phospho-L-serine]@303;[O-phospho-L-serine]@304;[O-phospho-L-serine]@328	None	None
pid_79809	PAK2	UniProt:Q13177	protein	[O-phospho-L-serine]@null;activating-residue-modification	None	None
pid_7982	EBAG9	UniProt:O00559	protein	None	None	None
pid_79841	PIP5K1B	UniProt:O14986	protein	activating-residue-modification	None	None
pid_79852	p91-Phox	UniProt:P04839	protein	None	None	None
pid_79855	p22-Phox	UniProt:P13498	protein	None	None	None
pid_79890	p190B	UniProt:Q13017	protein	None	None	None
pid_79893	p190B	UniProt:Q13017	protein	activating-residue-modification	plasma-membrane	None
pid_798	FZD4	UniProt:Q9ULV1	protein	None	integral-to-membrane	None
pid_79909	ARPC4	UniProt:P59998	protein	None	None	None
pid_79912	ARPC2	UniProt:O15144	protein	None	None	None
pid_79915	ARP2	UniProt:P61160	protein	None	None	None
pid_79918	ARPC1B	UniProt:O15143	protein	None	None	None
pid_79921	ARPC5	UniProt:O15511	protein	None	None	None
pid_79924	ARP3	UniProt:P61158	protein	None	None	None
pid_79927	ARPC3	UniProt:O15145	protein	None	None	None
pid_79950	WAVE2	UniProt:Q9Y6W5	protein	activating-residue-modification	None	None
pid_79951	HSPC300	UniProt:Q8WUW1	protein	None	None	None
pid_79979	p38-alpha	UniProt:Q16539	protein	activating-residue-modification	None	None
pid_80026	WAVE1	UniProt:Q92558	protein	inactivating-residue-modification	None	None
pid_80030	ABI2	UniProt:Q9NYB9	protein	None	None	None
pid_8003	SFI1	None	protein	None	None	None
pid_80050	JUN;Jun	UniProt:P05412	protein	[O-phospho-L-serine]@63;[O-phospho-L-serine]@73;activating-residue-modification	None	None
pid_80080	MAP3K11	UniProt:Q16584	protein	[O-phospho-L-serine]@281;[O-phospho-L-threonine]@277;activating-residue-modification	plasma-membrane	None
pid_80083	beta-catenin	UniProt:P35222	protein	[O-phospho-L-serine]@191	cytoplasm	None
pid_80088	JNK2	UniProt:P45984	protein	[O-phospho-L-threonine]@183;[O4'-phospho-L-tyrosine]@185;activating-residue-modification	None	None
pid_80102	MAP3K11	UniProt:Q16584	protein	inactivating-residue-modification	perinuclear-region-of-cytoplasm	None
pid_80116	PIP5K1A	UniProt:Q99755	protein	activating-residue-modification	None	None
pid_80123	beta-catenin	UniProt:P35222	protein	[O-phospho-L-serine]@191;activating-residue-modification	nucleus	None
pid_8014	SOD1	UniProt:P00441	protein	None	None	None
pid_80178	LIMK1	UniProt:P53667	protein	[O-phospho-L-threonine]@508;activating-residue-modification	None	None
pid_80196	IRSP53	UniProt:Q9UQB8	protein	None	plasma-membrane	None
pid_8020	PP32	UniProt:P39687	protein	None	None	None
pid_8033	KAI1	UniProt:P27701	protein	None	None	None
pid_8049	NRIP1	UniProt:P48552	protein	None	None	None
pid_8061	SMRT	UniProt:Q9Y618	protein	None	None	None
pid_80683	LPA	None	small-molecule	None	None	None
pid_80685	LPA1	UniProt:Q92633	protein	None	plasma-membrane	None
pid_80695	TRIP6	UniProt:Q15654	protein	None	None	None
pid_80698	TRIP6	UniProt:Q15654	protein	[O4'-phospho-L-tyrosine]@55	None	None
pid_80704	LPA2	UniProt:Q9HBW0	protein	None	plasma-membrane	None
pid_80738	LPA1-2-3	None	protein	None	plasma-membrane	None
pid_8073	NCoR1;NCOR1	UniProt:O75376	protein	None	None	None
pid_80752	PKC-(alpha/beta/epsilon/zeta)	None	protein	None	cytoplasm	None
pid_80754	PKC-(alpha/beta/epsilon/zeta)	None	protein	activating-residue-modification	cytoplasm	None
pid_80763	PIP3	None	small-molecule	None	plasma-membrane	None
pid_80776	IL8	UniProt:P10145	protein	None	cytoplasm	None
pid_80779	HB-EGF	UniProt:Q99075	protein	None	extracellular-region	None
pid_80781	EGFR	UniProt:P00533	protein	[O4'-phospho-L-tyrosine]@1068;[O4'-phospho-L-tyrosine]@1173;[O4'-phospho-L-tyrosine]@845;[O4'-phospho-L-tyrosine]@925	None	None
pid_80806	Adenylyl-Cyclase	None	protein	None	None	None
pid_80835	Adenylyl-Cyclase	None	protein	inactivating-residue-modification	None	None
pid_80840	Gi-family	None	protein	activating-residue-modification	None	None
pid_80849	FAK1	UniProt:Q05397	protein	None	cytoplasm	None
pid_80867	PKC-delta	UniProt:Q05655	protein	None	cytoplasm	None
pid_8086	VTLGL1	UniProt:Q6IE27	protein	None	None	None
pid_80877	Tiam1	UniProt:Q13009	protein	[O-phospho-L-threonine]@null;activating-residue-modification	None	None
pid_80916	TAU;Tau	UniProt:P10636	protein	[O-phospho-L-serine]@396;[O-phospho-L-serine]@404;activating-residue-modification	None	None
pid_80923	PLD	UniProt:O14939	protein	None	None	None
pid_80934	PLC-beta3	UniProt:Q01970	protein	None	None	None
pid_80936	PLC-beta3	UniProt:Q01970	protein	activating-residue-modification	None	None
pid_80942	NHERF2	UniProt:Q15599	protein	None	None	None
pid_80956	alpha-1b-Adrenoceptor	UniProt:P35368	protein	None	None	None
pid_80959	alpha-1b-Adrenoceptor	UniProt:P35368	protein	[phosphorylated-residue]@null;activating-residue-modification	None	None
pid_80988	PKC-epsilon	UniProt:Q02156	protein	activating-residue-modification	None	None
pid_8098	MED1	UniProt:Q15648	protein	None	None	None
pid_81005	Tiam1	UniProt:Q13009	protein	activating-residue-modification	None	None
pid_81009	HB-EGF-(63-148)	UniProt:Q99075	protein	activating-residue-modification	extracellular-region	None
pid_81028	I-kappa-B-alpha	UniProt:P25963	protein	inactivating-residue-modification	cytoplasm	None
pid_81041	Gsk3beta;GSK3beta	UniProt:P49841	protein	[O-phospho-L-serine]@21;[O-phospho-L-serine]@9;[O4'-phospho-L-tyrosine]@216;[O4'-phospho-L-tyrosine]@279;activating-residue-modification	cytoplasm	None
pid_81051	HB-EGF	UniProt:Q99075	protein	None	None	None
pid_81073	PYK2/RAFTK;Pyk2/RAFTK	UniProt:Q14289	protein	None	cytoplasm	None
pid_81075	PYK2/RAFTK;Pyk2/RAFTK	UniProt:Q14289	protein	[O4'-phospho-L-tyrosine]@402;activating-residue-modification	cytoplasm	None
pid_81102	PLCgamma1	UniProt:P19174	protein	[O4'-phospho-L-tyrosine]@1253;[O4'-phospho-L-tyrosine]@782;activating-residue-modification	plasma-membrane	None
pid_81125	LPA3	UniProt:Q9UBY5	protein	None	plasma-membrane	None
pid_81148	LYN;Lyn	UniProt:P07948	protein	None	cytoplasm	None
pid_81149	LYN;Lyn	UniProt:P07948	protein	[O4'-phospho-L-tyrosine]@null;activating-residue-modification	plasma-membrane	None
pid_81161	Ca-++	None	small-molecule	None	cytoplasm	None
pid_81175	Gq-family	None	protein	activating-residue-modification	None	None
pid_81181	LPA4	UniProt:Q99677	protein	None	None	None
pid_81193	MAGI-3	UniProt:Q5VWL0	protein	None	None	None
pid_8119	Cyclin-D1	UniProt:P24385	protein	None	None	None
pid_81226	PKD	UniProt:Q15139	protein	None	None	None
pid_81228	PKD	UniProt:Q15139	protein	[O-phospho-L-serine]@910;activating-residue-modification	None	None
pid_8133	Axin2	UniProt:Q9Y2T1	protein	None	None	None
pid_82035	clusterin	UniProt:P10909	protein	None	None	None
pid_82053	HMGCS2	UniProt:P54868	protein	None	None	None
pid_82057	MIZ-1	UniProt:Q13105	protein	None	nucleus	None
pid_82065	CHOP	UniProt:P35638	protein	None	None	None
pid_82081	ZFP36L1	UniProt:Q07352	protein	None	None	None
pid_82088	COL1A2	UniProt:P08123	protein	None	None	None
pid_82094	MIRLET7G	None	rna	None	None	None
pid_82107	MIR146A	None	rna	None	None	None
pid_82117	MIR26A2	None	rna	None	None	None
pid_82123	DNTT	UniProt:P04053	protein	None	None	None
pid_82132	MIR23B	None	rna	None	None	None
pid_82138	NRAMP1	UniProt:P49279	protein	None	None	None
pid_82145	SPI1	UniProt:P17947	protein	None	nucleus	None
pid_82154	GTF2H2	UniProt:Q13888	protein	None	None	None
pid_82164	CEBPD	UniProt:P49716	protein	None	None	None
pid_82170	CREB1	UniProt:P16220	protein	None	nucleus	None
pid_82172	TBP	UniProt:P20226	protein	None	nucleus	None
pid_82179	MIR26A1	None	rna	None	None	None
pid_82185	ZO2	UniProt:Q9UDY2	protein	None	None	None
pid_82211	TMEM126A	UniProt:Q9H061	protein	None	None	None
pid_82217	CEBPA	UniProt:P49715	protein	None	None	None
pid_82226	MIR26B	None	rna	None	None	None
pid_82232	SFRP1	UniProt:Q8N474	protein	None	None	None
pid_82243	DNMT3A	UniProt:Q9Y6K1	protein	None	None	None
pid_82246	GFI1	UniProt:Q99684	protein	None	None	None
pid_82284	PPP2R4	UniProt:Q15257	protein	None	None	None
pid_82290	ALDH9A1	UniProt:P49189	protein	None	None	None
pid_82317	DLEU1	None	rna	None	None	None
pid_82322	FTH1	UniProt:P02794	protein	None	None	None
pid_82350	psoriasin	UniProt:P31151	protein	None	None	None
pid_82361	MAD4	UniProt:Q14582	protein	None	None	None
pid_82372	DLEU2	None	rna	None	None	None
pid_82377	TMEFF2	UniProt:Q9UIK5	protein	None	None	None
pid_82392	SFXN3	UniProt:Q9BWM7	protein	None	None	None
pid_82398	MIR22	None	rna	None	None	None
pid_82404	ErbB2;erbB2	UniProt:P04626	protein	None	None	None
pid_82419	p15INK4b	UniProt:P42772	protein	None	None	None
pid_82424	SMAD2-3-active	None	protein	activating-residue-modification	None	None
pid_82428	Smad3;SMAD3	UniProt:P84022	protein	[O-phospho-L-serine]@423;[O-phospho-L-serine]@425	None	None
pid_82451	NDRG2	UniProt:Q9UN36	protein	None	None	None
pid_82469	ID2	UniProt:Q02363	protein	None	None	None
pid_82477	WNT5A	UniProt:P41221	protein	None	None	None
pid_82483	p107	UniProt:P28749	protein	None	nucleus	None
pid_82509	CSDE1	UniProt:O75534	protein	None	None	None
pid_82792	UBF	UniProt:P17480	protein	None	None	None
pid_82798	PTMA	UniProt:P06454	protein	None	None	None
pid_82809	ODC	UniProt:P11926	protein	None	None	None
pid_82825	LDHA	UniProt:P00338	protein	None	None	None
pid_82835	PIM1	UniProt:P11309	protein	activating-residue-modification	None	None
pid_82844	NME2	UniProt:P22392	protein	None	None	None
pid_82852	CDC25A	UniProt:P30304	protein	None	None	None
pid_82859	eIF4A1	UniProt:P60842	protein	None	None	None
pid_82868	GLUT1	UniProt:P11166	protein	None	None	None
pid_82875	SERPINI1	UniProt:Q99574	protein	None	None	None
pid_82881	CAD	UniProt:P27708	protein	None	None	None
pid_82889	KIR3DL1	UniProt:P43629	protein	None	None	None
pid_82898	AEG-1	UniProt:Q86UE4	protein	None	None	None
pid_82906	MIR141	None	rna	None	None	None
pid_82920	HECT9	UniProt:Q7Z6Z7	protein	None	None	None
pid_82928	MIR200A	None	rna	None	None	None
pid_82934	IRP2	UniProt:P48200	protein	None	None	None
pid_82940	SNAI1	UniProt:O95863	protein	None	None	None
pid_82953	BMI1	UniProt:P35226	protein	None	None	None
pid_82961	MIR9-3	None	rna	None	None	None
pid_82967	LIN28B	UniProt:Q6ZN17	protein	None	None	None
pid_82976	MIR429	None	rna	None	None	None
pid_82982	TfR	UniProt:P02786	protein	None	None	None
pid_82989	RPL11	UniProt:P62913	protein	None	None	None
pid_82996	HSP70	UniProt:P34932	protein	None	None	None
pid_83005	BCAT1	UniProt:P54687	protein	None	None	None
pid_83029	eIF4G1	UniProt:Q04637	protein	None	None	None
pid_83050	JPO1	UniProt:Q9BWT1	protein	None	None	None
pid_83057	eIF2A	UniProt:P05198	protein	None	None	None
pid_83064	CDK4	UniProt:P11802	protein	None	None	None
pid_83072	RCC1	UniProt:P18754	protein	None	None	None
pid_83099	PFKM	UniProt:P08237	protein	None	None	None
pid_83106	PIM1	UniProt:P11309	protein	activating-residue-modification	nucleus	None
pid_83122	TK1	UniProt:P04183	protein	None	None	None
pid_83131	HSP60	UniProt:P10809	protein	None	None	None
pid_83139	SHMT1	UniProt:P34896	protein	None	None	None
pid_83157	PEG10	UniProt:Q86TG7	protein	None	None	None
pid_83178	PDCD10	UniProt:Q9BUL8	protein	None	None	None
pid_83190	MINA53	UniProt:Q8IUF8	protein	None	None	None
pid_83200	BN51	UniProt:P05423	protein	None	None	None
pid_83214	MYCT1	UniProt:Q8N699	protein	None	None	None
pid_83228	GPAT	UniProt:Q9HCL2	protein	None	None	None
pid_83246	GAPDH	UniProt:P04406	protein	None	None	None
pid_83263	NPM1	UniProt:P06748	protein	None	None	None
pid_83271	MIR338	None	rna	None	None	None
pid_83290	PRDX3	UniProt:P30048	protein	None	None	None
pid_83299	DDX18	UniProt:Q9NVP1	protein	None	None	None
pid_83313	mimitin	UniProt:Q8N183	protein	None	None	None
pid_83323	ENO1	UniProt:P06733	protein	None	None	None
pid_83330	HMGIY	UniProt:P17096	protein	None	None	None
pid_83341	MIR17	None	rna	None	None	None
pid_83347	TAF4B	UniProt:Q92750	protein	None	None	None
pid_83366	Survivin	UniProt:O15392	protein	None	None	None
pid_83408	EOMES	UniProt:O95936	protein	None	None	None
pid_83420	IL2R-gamma	UniProt:P31785	protein	None	None	None
pid_83421	IL2R-beta	UniProt:P14784	protein	None	None	None
pid_83481	BRAF	UniProt:P15056	protein	None	cytoplasm	None
pid_83482	BRAF	UniProt:P15056	protein	[O-phospho-L-threonine]@373;activating-residue-modification	cytoplasm	None
pid_83503	Erk1-2;ERK1-2	None	protein	None	cytoplasm	None
pid_83507	HePTP	UniProt:P35236	protein	None	None	None
pid_83513	EGR1	UniProt:P18146	protein	None	nucleus	None
pid_83525	MEK1-2	None	protein	activating-residue-modification	cytoplasm	None
pid_83563	FOS;Fos	UniProt:P01100	protein	None	cytoplasm	None
pid_83566	ELK1	UniProt:P19419	protein	[O-phospho-L-serine]@324;[O-phospho-L-serine]@383;[O-phospho-L-serine]@389;[O-phospho-L-serine]@422;[O-phospho-L-threonine]@336	None	None
pid_83607	Granzyme-B	UniProt:P10144	protein	None	None	None
pid_83650	FOS;Fos	UniProt:P01100	protein	[O-phospho-L-serine]@374;[O-phospho-L-threonine]@232;[O-phospho-L-threonine]@325;[O-phospho-L-threonine]@331;activating-residue-modification	cytoplasm	None
pid_83658	EGR4	UniProt:Q05215	protein	None	nucleus	None
pid_84041	FANCD2	UniProt:Q9BXW9	protein	[O-phospho-L-serine]@717;[O-phospho-L-threonine]@691;[ubiquitinylated-lysine]@561	None	None
pid_84046	FANCI	UniProt:Q9NVI1	protein	[phosphorylated-residue]@null;[ubiquitinylated-lysine]@523	None	None
pid_84056	FANCD2	UniProt:Q9BXW9	protein	[O-phospho-L-serine]@717;[O-phospho-L-threonine]@691	None	None
pid_84057	FANCI	UniProt:Q9NVI1	protein	[phosphorylated-residue]@null	None	None
pid_84064	UAF1	UniProt:Q8TAF3	protein	None	None	None
pid_84067	USP1	UniProt:O94782	protein	None	None	None
pid_84080	FANCG	UniProt:O15287	protein	[O-phospho-L-serine]@7	None	None
pid_84082	XRCC3	UniProt:O43542	protein	None	None	None
pid_84097	RPA1	UniProt:P27694	protein	None	None	None
pid_84099	RFC3	UniProt:P40938	protein	None	None	None
pid_84101	RPA2	UniProt:P15927	protein	[O-phospho-L-serine]@33;[O-phospho-L-threonine]@21	None	None
pid_84105	RAD9;Rad9	UniProt:Q99638	protein	[O-phospho-L-serine]@387	None	None
pid_84107	RFC2	UniProt:P35250	protein	None	None	None
pid_84109	RPA3	UniProt:P27694	protein	None	None	None
pid_84111	RAD17	UniProt:O75943	protein	[O-phospho-L-serine]@646;[O-phospho-L-serine]@656	None	None
pid_84117	RFC4	UniProt:P35249	protein	None	None	None
pid_84119	ATRIP	UniProt:Q8WXE1	protein	[O-phospho-L-serine]@224	None	None
pid_84122	RFC5	UniProt:P40937	protein	None	None	None
pid_84143	PALB2	UniProt:Q86YC2	protein	None	None	None
pid_84153	FAAP100	UniProt:Q0VG06	protein	None	None	None
pid_84155	FANCB	UniProt:Q8NB91	protein	None	None	None
pid_84157	HES1	UniProt:Q14469	protein	None	None	None
pid_84159	FANCA	UniProt:O15360	protein	[O-phospho-L-serine]@1449	None	None
pid_84162	UBE2T	UniProt:Q9NPD8	protein	None	None	None
pid_84189	MHF2	None	protein	None	None	None
pid_84191	FANCM	UniProt:Q8IYD8	protein	None	None	None
pid_84193	MHF1	UniProt:Q8N2Z9	protein	None	None	None
pid_84196	FAAP24	UniProt:Q9BTP7	protein	None	None	None
