#id	controllingElements	controlledElements	controlType	catalysisdir	evidence	xref
pid_83037	pid_44102	pid_83036	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:10606642;Pubmed:12776177;Pubmed:16269333;Pubmed:17599065
pid_83038	pid_48259	pid_83036	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:10606642;Pubmed:12776177;Pubmed:16269333;Pubmed:17599065
pid_83039	pid_18180	pid_83036	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:10606642;Pubmed:12776177;Pubmed:16269333;Pubmed:17599065
pid_83040	pid_83041	pid_83036	INHIBITION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:10606642;Pubmed:12776177;Pubmed:16269333;Pubmed:17599065
pid_83053	pid_48161	pid_83049	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002	Pubmed:11598121
pid_83059	pid_82812	pid_83056	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-physical-interaction:ECO:0000021	Pubmed:12776737;Pubmed:8327497
pid_83066	pid_48200	pid_83063	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:10688915;Pubmed:17967894
pid_83075	pid_48161	pid_83071	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:9178906
pid_83083	pid_48200	pid_83081	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:12529648;Pubmed:17848523
pid_83090	pid_48200	pid_83089	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:17967894;Pubmed:9811896;Pubmed:9869632
pid_83095	pid_48161	pid_83094	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-physical-interaction:ECO:0000021	Pubmed:18593934;Pubmed:8327497
pid_83102	pid_48161	pid_83098	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:10823814
pid_83113	pid_48200	pid_83112	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:10022128;Pubmed:16287840;Pubmed:17967894
pid_83114	pid_18180	pid_83112	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:10022128;Pubmed:16287840;Pubmed:17967894
pid_83125	pid_48161	pid_83121	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:9212167
pid_83134	pid_44102	pid_83130	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:11511539;Pubmed:12776177
pid_83135	pid_48259	pid_83130	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:11511539;Pubmed:12776177
pid_83141	pid_48161	pid_83138	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:12138190
pid_83153	pid_48200	pid_83152	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:11511539;Pubmed:17967894
pid_83160	pid_48161	pid_83156	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:16423995
pid_83166	pid_48161	pid_83165	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:10779353
pid_83172	pid_44102	pid_83171	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:11673469;Pubmed:12776177;Pubmed:9811896;Pubmed:9869632
pid_83173	pid_48259	pid_83171	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:11673469;Pubmed:12776177;Pubmed:9811896;Pubmed:9869632
pid_83181	pid_74032	pid_83177	INHIBITION	None	None	None
pid_83182	pid_48161	pid_83177	ACTIVATION	None	None	None
pid_83184	pid_48161	pid_83183	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:12816956
pid_83193	pid_48161	pid_83189	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:12091391
pid_83202	pid_48161	pid_83199	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:10606642;Pubmed:12695333
pid_83207	pid_48161	pid_83206	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:12637527
pid_83217	pid_48161	pid_83213	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:11909865
pid_83223	pid_48161	pid_83222	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:18042711
pid_83231	pid_44102	pid_83227	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:12776177
pid_83232	pid_48259	pid_83227	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:12776177
pid_83236	pid_48161	pid_83235	ACTIVATION	None	inferred-from-physical-interaction:ECO:0000021	Pubmed:17822678
pid_83249	pid_48161	pid_83245	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:10823814;Pubmed:12695333
pid_83253	pid_73635	pid_5536	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:15282543;Pubmed:15723053;Pubmed:15723054
pid_83254	pid_48161	pid_5536	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:15282543;Pubmed:15723053;Pubmed:15723054
pid_83255	pid_83256	pid_5536	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:15282543;Pubmed:15723053;Pubmed:15723054
pid_83257	pid_82792	pid_5536	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:15282543;Pubmed:15723053;Pubmed:15723054
pid_83265	pid_48161	pid_83262	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:11604407
pid_83273	pid_48161	pid_83270	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:19745813
pid_83277	pid_48161	pid_83276	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:11522645;Pubmed:12695333;Pubmed:18408012
pid_83284	pid_48161	pid_83283	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:14724288
pid_83293	pid_48161	pid_83289	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-sequence-orthology:ECO:00000060	Pubmed:12011429
pid_83302	pid_48161	pid_83298	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:8861962
pid_83309	pid_82834	pid_83308	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:17643117
pid_83316	pid_48161	pid_83312	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:15774466
pid_83326	pid_48161	pid_83322	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:10823814
pid_83333	pid_48161	pid_83329	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049;inferred-from-sequence-orthology:ECO:00000060	Pubmed:10891489
pid_83343	pid_48161	pid_83340	ACTIVATION	None	inferred-from-physical-interaction:ECO:0000021	Pubmed:15944709
pid_83349	pid_48161	pid_83346	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:19020761
pid_83355	pid_48161	pid_83354	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:16172399
pid_83361	pid_48161	pid_83360	ACTIVATION	None	inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:11103792
pid_83369	pid_48161	pid_83365	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:17170079
pid_84062	pid_84063	pid_84039	ACTIVATION	LEFT_TO_RIGHT	inferred-from-direct-assay:ECO:0000002;inferred-from-physical-interaction:ECO:0000021	Pubmed:15694335;Pubmed:18082604
pid_84078	pid_84079	pid_84076	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:12861027
pid_84095	pid_84096	pid_84092	ACTIVATION	LEFT_TO_RIGHT	inferred-from-genetic-interaction:ECO:0000011	Pubmed:18212739
pid_84141	pid_84142	pid_84076	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:16793542
pid_84187	pid_84188	pid_84151	ACTIVATION	LEFT_TO_RIGHT	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:16116422;Pubmed:17289582;Pubmed:18174376;Pubmed:20347428;Pubmed:20347429
pid_84220	pid_84221	pid_84210	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:18174376;Pubmed:19270156
pid_84228	pid_84229	pid_84227	INHIBITION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:20064461;Pubmed:20347428
pid_84256	pid_84257	pid_84076	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:17412408;Pubmed:20603016;Pubmed:20603073
pid_84276	pid_84277	pid_84268	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:16116422;Pubmed:17289582;Pubmed:18174376;Pubmed:18206976;Pubmed:18843105;Pubmed:20347428;Pubmed:20347429
pid_84283	pid_84284	pid_84227	INHIBITION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:21240188
pid_84297	pid_84298	pid_84295	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:12086603;Pubmed:12447395
pid_84313	pid_84314	pid_84310	ACTIVATION	LEFT_TO_RIGHT	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:12086603;Pubmed:12447395
pid_84342	pid_917	pid_84335	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:11239453;Pubmed:14988723;Pubmed:15314022;Pubmed:16943440;Pubmed:17412408;Pubmed:18931676
pid_84343	pid_84096	pid_84335	ACTIVATION	LEFT_TO_RIGHT	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:11239453;Pubmed:14988723;Pubmed:15314022;Pubmed:16943440;Pubmed:17412408;Pubmed:18931676
pid_84376	pid_84377	pid_84359	ACTIVATION	LEFT_TO_RIGHT	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:17296736
pid_84396	pid_917	pid_84382	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:10373536;Pubmed:11050007;Pubmed:11063725;Pubmed:11157805;Pubmed:12093742;Pubmed:12649160;Pubmed:12973351;Pubmed:15502827;Pubmed:16474167;Pubmed:16916645;Pubmed:17396147;Pubmed:18550849;Pubmed:19109555;Pubmed:19111657;Pubmed:9398857;Pubmed:9742112;Pubmed:9789045
pid_84397	pid_84096	pid_84382	ACTIVATION	LEFT_TO_RIGHT	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:10373536;Pubmed:11050007;Pubmed:11063725;Pubmed:11157805;Pubmed:12093742;Pubmed:12649160;Pubmed:12973351;Pubmed:15502827;Pubmed:16474167;Pubmed:16916645;Pubmed:17396147;Pubmed:18550849;Pubmed:19109555;Pubmed:19111657;Pubmed:9398857;Pubmed:9742112;Pubmed:9789045
pid_84426	pid_7404	pid_84416	ACTIVATION	LEFT_TO_RIGHT	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:17304220
pid_84452	pid_84257	pid_6967	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:15650050;Pubmed:20603015;Pubmed:20603016
pid_84460	pid_84277	pid_84456	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:21240188
pid_84463	pid_5606	pid_5603	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:19270156
pid_84470	pid_84174	pid_84467	ACTIVATION	LEFT_TO_RIGHT	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:11239453;Pubmed:12093742;Pubmed:12973351;Pubmed:15454491;Pubmed:15502827;Pubmed:16116422;Pubmed:16474167;Pubmed:16916645;Pubmed:17289582;Pubmed:17396147;Pubmed:17412408;Pubmed:17460694;Pubmed:18174376;Pubmed:18931676;Pubmed:19109555;Pubmed:19111657;Pubmed:19589784
pid_84582	pid_84583	pid_84578	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015	Pubmed:17110431
pid_84586	pid_84587	pid_84578	INHIBITION	None	inferred-from-mutant-phenotype:ECO:0000015	Pubmed:17110431
pid_84593	pid_84583	pid_84592	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:15640154
pid_84594	pid_41132	pid_84592	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:15640154
pid_84599	pid_84600	pid_84598	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:11931767;Pubmed:14612401;Pubmed:16705743;Pubmed:17698582
pid_84611	pid_84612	pid_84598	INHIBITION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:11931767;Pubmed:14612401;Pubmed:16705743;Pubmed:17698582
pid_84631	pid_84583	pid_84630	ACTIVATION	None	inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:11792840
pid_84632	pid_84633	pid_84630	ACTIVATION	None	inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:11792840
pid_84639	pid_84583	pid_84638	ACTIVATION	None	inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:11439351
pid_84640	pid_84641	pid_84638	ACTIVATION	None	inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:11439351
pid_84647	pid_84583	pid_84646	ACTIVATION	None	inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:14576337
pid_84648	pid_84649	pid_84646	INHIBITION	None	inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:14576337
pid_84655	pid_84583	pid_84654	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:16724108
pid_84656	pid_84657	pid_84654	INHIBITION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:16724108
pid_84665	pid_84583	pid_84664	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:12165860
pid_84666	pid_84667	pid_84664	INHIBITION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:12165860
pid_84674	pid_84675	pid_84673	ACTIVATION	None	inferred-from-physical-interaction:ECO:0000021	Pubmed:17909037
pid_84685	pid_84583	pid_84684	ACTIVATION	None	inferred-from-physical-interaction:ECO:0000021	Pubmed:15131260
pid_84686	pid_84687	pid_84684	INHIBITION	None	inferred-from-physical-interaction:ECO:0000021	Pubmed:15131260
pid_84693	pid_84583	pid_84692	ACTIVATION	None	inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:16446156
pid_84694	pid_84695	pid_84692	ACTIVATION	None	inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:16446156
pid_84710	pid_84711	pid_84700	ACTIVATION	LEFT_TO_RIGHT	inferred-from-mutant-phenotype:ECO:0000015	Pubmed:14609956
pid_84717	pid_84583	pid_84716	ACTIVATION	None	inferred-from-physical-interaction:ECO:0000021	Pubmed:16720717
pid_84718	pid_50663	pid_84716	ACTIVATION	None	inferred-from-physical-interaction:ECO:0000021	Pubmed:16720717
pid_84725	pid_42127	pid_84721	ACTIVATION	None	inferred-from-physical-interaction:ECO:0000021	Pubmed:17909037
pid_84749	pid_84583	pid_84748	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:16079795
pid_84750	pid_84751	pid_84748	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:16079795
pid_84759	pid_84583	pid_84758	ACTIVATION	None	inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:12941811
pid_84760	pid_30737	pid_84758	ACTIVATION	None	inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:12941811
pid_84764	pid_84583	pid_84763	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:15833840
pid_84765	pid_84766	pid_84763	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:15833840
pid_84773	pid_84583	pid_84772	ACTIVATION	None	inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:12621049
pid_84774	pid_84775	pid_84772	INHIBITION	None	inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:12621049
pid_84782	pid_84583	pid_84781	ACTIVATION	None	inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:11818503
pid_84783	pid_7653	pid_84781	INHIBITION	None	inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:11818503
pid_84785	pid_84612	pid_10424	INHIBITION	None	inferred-from-mutant-phenotype:ECO:0000015	Pubmed:17698582
